logt,num,r,r-i
9.25,54,1.528,0.332
9.25,55,1.639,0.36
9.25,56,1.785,0.386
9.25,57,1.9169999999999998,0.405
9.25,58,2.026,0.42200000000000004
9.25,59,2.069,0.436
9.25,60,1.985,0.457
9.25,61,1.829,0.46799999999999997
9.25,62,1.66,0.47700000000000004
9.25,63,1.516,0.483
9.25,64,1.371,0.491
9.25,65,1.212,0.498
9.25,66,1.042,0.505
9.25,67,0.89,0.511
9.25,68,0.75,0.519
9.25,69,0.609,0.528
9.25,70,0.47,0.536
9.25,71,0.324,0.546
9.25,72,0.179,0.5539999999999999
9.25,73,0.043,0.562
9.25,74,-0.098,0.5710000000000001
9.25,75,-0.22399999999999998,0.581
9.25,76,-0.085,0.57
9.25,77,0.053,0.561
9.25,78,0.19,0.552
9.25,79,0.33299999999999996,0.5429999999999999
9.25,80,0.414,0.537
9.25,81,0.278,0.546
9.25,82,0.136,0.555
9.25,83,-0.0,0.563
9.25,84,-0.138,0.5720000000000001
9.25,85,-0.26899999999999996,0.5820000000000001
9.25,86,-0.409,0.596
9.25,87,-0.546,0.609
9.25,88,-0.67,0.621
9.25,89,-0.807,0.634
9.25,90,-0.9420000000000001,0.647
9.25,91,-1.054,0.665
9.25,92,-1.176,0.6859999999999999
9.25,93,-1.29,0.706
9.25,94,-1.3969999999999998,0.7240000000000001
9.25,95,-1.515,0.7440000000000001
9.25,96,-1.62,0.77
9.25,97,-1.7,0.81
9.25,98,-1.774,0.845
9.25,99,-1.8530000000000002,0.879
9.25,100,-1.95,0.9079999999999999
9.25,101,-2.036,0.9390000000000001
9.25,102,-2.063,1.003
9.25,103,-2.0340000000000003,1.102
9.25,104,-1.966,1.22
9.25,105,-1.965,1.305
9.25,106,-1.944,1.349
9.25,107,-1.994,1.4269999999999998
9.25,108,-1.868,1.5619999999999998
9.25,109,-1.8330000000000002,1.5959999999999999
9.25,110,-1.798,1.629
9.25,111,-1.7630000000000001,1.663
9.25,112,-1.7269999999999999,1.6980000000000002
9.25,113,-1.692,1.732
9.25,114,-1.656,1.766
9.25,115,-1.621,1.8
9.25,116,-1.5859999999999999,1.834
9.25,117,-1.551,1.867
9.25,118,-1.516,1.901
9.25,119,-1.4809999999999999,1.935
9.25,120,-1.446,1.9680000000000002
9.25,121,-1.411,2.002
9.25,122,-1.383,2.029
9.25,123,-1.338,2.065
9.25,124,-1.2930000000000001,2.101
9.25,125,-1.247,2.137
9.25,126,-1.2009999999999998,2.173
9.25,127,-1.163,2.2030000000000003
9.25,128,-1.133,2.226
9.25,129,-1.103,2.25
9.25,130,-1.073,2.273
9.25,131,-1.0490000000000002,2.292
9.25,132,-1.018,2.316
9.25,133,-0.988,2.34
9.3,0,12.270999999999999,1.5859999999999999
9.3,1,11.304,1.386
9.3,2,10.694,1.287
9.3,3,10.22,1.218
9.3,4,9.814,1.16
9.3,5,9.402999999999999,1.117
9.3,6,9.004,1.024
9.3,7,8.568,0.9079999999999999
9.3,8,8.142999999999999,0.816
9.3,9,7.7379999999999995,0.7390000000000001
9.3,10,6.912999999999999,0.609
9.3,11,6.399,0.539
9.3,12,6.079,0.502
9.3,13,5.44,0.431
9.3,14,5.347,0.42100000000000004
9.3,15,5.269,0.415
9.3,16,4.872,0.381
9.3,17,4.718,0.36700000000000005
9.3,18,4.6530000000000005,0.363
9.3,19,4.401,0.345
9.3,20,4.206,0.331
9.3,21,4.138999999999999,0.326
9.3,22,4.004,0.317
9.3,23,3.895,0.311
9.3,24,3.805,0.305
9.3,25,3.7310000000000003,0.301
9.3,26,3.6689999999999996,0.297
9.3,27,3.635,0.29600000000000004
9.3,28,3.6039999999999996,0.294
9.3,29,3.542,0.29
9.3,30,3.383,0.28
9.3,31,3.197,0.271
9.3,32,3.145,0.26899999999999996
9.3,33,3.016,0.265
9.3,34,2.7539999999999996,0.259
9.3,35,2.741,0.259
9.3,36,2.735,0.259
9.3,37,2.52,0.26
9.3,38,2.3609999999999998,0.266
9.3,39,2.338,0.267
9.3,40,2.229,0.275
9.3,41,2.141,0.28600000000000003
9.3,42,2.069,0.29600000000000004
9.3,43,2.041,0.301
9.3,44,2.0380000000000003,0.301
9.3,45,2.001,0.305
9.3,46,1.963,0.306
9.3,47,1.9269999999999998,0.304
9.3,48,1.87,0.298
9.3,49,1.7630000000000001,0.282
9.3,50,1.666,0.265
9.3,51,1.546,0.24600000000000002
9.3,52,1.6019999999999999,0.251
9.3,53,1.675,0.27699999999999997
9.3,54,1.64,0.307
9.3,55,1.696,0.33799999999999997
9.3,56,1.8030000000000002,0.364
9.3,57,1.946,0.38799999999999996
9.3,58,2.075,0.408
9.3,59,2.191,0.43
9.3,60,2.213,0.439
9.3,61,2.119,0.45799999999999996
9.3,62,1.96,0.469
9.3,63,1.781,0.479
9.3,64,1.615,0.486
9.3,65,1.459,0.49200000000000005
9.3,66,1.3090000000000002,0.499
9.3,67,1.151,0.506
9.3,68,0.998,0.512
9.3,69,0.853,0.52
9.3,70,0.7070000000000001,0.529
9.3,71,0.563,0.536
9.3,72,0.41600000000000004,0.545
9.3,73,0.27699999999999997,0.5539999999999999
9.3,74,0.132,0.562
9.3,75,-0.006,0.5720000000000001
9.3,76,-0.044000000000000004,0.574
9.3,77,0.132,0.561
9.3,78,0.294,0.552
9.3,79,0.45,0.541
9.3,80,0.509,0.5379999999999999
9.3,81,0.369,0.547
9.3,82,0.223,0.555
9.3,83,0.076,0.563
9.3,84,-0.064,0.573
9.3,85,-0.21899999999999997,0.585
9.3,86,-0.359,0.598
9.3,87,-0.49,0.611
9.3,88,-0.633,0.625
9.3,89,-0.767,0.638
9.3,90,-0.894,0.6509999999999999
9.3,91,-1.006,0.67
9.3,92,-1.126,0.691
9.3,93,-1.237,0.71
9.3,94,-1.359,0.7290000000000001
9.3,95,-1.474,0.75
9.3,96,-1.5619999999999998,0.7759999999999999
9.3,97,-1.635,0.812
9.3,98,-1.715,0.8490000000000001
9.3,99,-1.797,0.885
9.3,100,-1.8730000000000002,0.91
9.3,101,-1.9569999999999999,0.94
9.3,102,-2.0180000000000002,0.978
9.3,103,-1.979,1.083
9.3,104,-1.923,1.193
9.3,105,-1.882,1.295
9.3,106,-1.837,1.3980000000000001
9.3,107,-1.795,1.49
9.3,108,-1.746,1.541
9.3,109,-1.724,1.626
9.3,110,-1.608,1.716
9.3,111,-1.538,1.7830000000000001
9.3,112,-1.4980000000000002,1.8219999999999998
9.3,113,-1.459,1.859
9.3,114,-1.42,1.8969999999999998
9.3,115,-1.381,1.9340000000000002
9.3,116,-1.341,1.973
9.3,117,-1.301,2.011
9.3,118,-1.255,2.051
9.3,119,-1.203,2.092
9.3,120,-1.151,2.133
9.3,121,-1.099,2.174
9.3,122,-1.047,2.215
9.3,123,-0.997,2.254
9.3,124,-0.9470000000000001,2.293
9.3,125,-0.898,2.332
9.35,0,12.27,1.5859999999999999
9.35,1,11.302999999999999,1.386
9.35,2,10.692,1.287
9.35,3,10.217,1.218
9.35,4,9.81,1.16
9.35,5,9.402000000000001,1.117
9.35,6,9.002,1.023
9.35,7,8.565,0.907
9.35,8,8.14,0.816
9.35,9,7.735,0.7390000000000001
9.35,10,6.906000000000001,0.607
9.35,11,6.561,0.56
9.35,12,6.0729999999999995,0.502
9.35,13,5.581,0.446
9.35,14,5.334,0.42
9.35,15,4.975,0.389
9.35,16,4.699,0.366
9.35,17,4.488,0.35100000000000003
9.35,18,4.29,0.33799999999999997
9.35,19,4.131,0.327
9.35,20,4.111000000000001,0.325
9.35,21,4.062,0.322
9.35,22,3.95,0.315
9.35,23,3.8569999999999998,0.309
9.35,24,3.78,0.305
9.35,25,3.716,0.302
9.35,26,3.679,0.3
9.35,27,3.647,0.298
9.35,28,3.569,0.293
9.35,29,3.458,0.287
9.35,30,3.292,0.27899999999999997
9.35,31,3.111,0.27399999999999997
9.35,32,2.983,0.271
9.35,33,2.7680000000000002,0.271
9.35,34,2.708,0.272
9.35,35,2.576,0.276
9.35,36,2.424,0.28300000000000003
9.35,37,2.336,0.29100000000000004
9.35,38,2.309,0.294
9.35,39,2.239,0.304
9.35,40,2.206,0.309
9.35,41,2.169,0.312
9.35,42,2.134,0.312
9.35,43,2.095,0.311
9.35,44,2.036,0.304
9.35,45,1.929,0.29
9.35,46,1.8330000000000002,0.276
9.35,47,1.713,0.26
9.35,48,1.77,0.264
9.35,49,1.824,0.292
9.35,50,1.824,0.32799999999999996
9.35,51,1.915,0.35600000000000004
9.35,52,2.028,0.37799999999999995
9.35,53,2.1719999999999997,0.402
9.35,54,2.292,0.423
9.35,55,2.352,0.441
9.35,56,2.252,0.46
9.35,57,2.119,0.469
9.35,58,1.982,0.475
9.35,59,1.839,0.48200000000000004
9.35,60,1.7,0.488
9.35,61,1.56,0.493
9.35,62,1.423,0.5
9.35,63,1.2830000000000001,0.505
9.35,64,1.13,0.512
9.35,65,0.986,0.518
9.35,66,0.8320000000000001,0.527
9.35,67,0.657,0.536
9.35,68,0.20600000000000002,0.564
9.35,69,0.145,0.5670000000000001
9.35,70,0.591,0.5379999999999999
9.35,71,0.39299999999999996,0.55
9.35,72,0.36,0.552
9.35,73,0.32299999999999995,0.5539999999999999
9.35,74,0.18,0.562
9.35,75,0.044000000000000004,0.57
9.35,76,-0.111,0.583
9.35,77,-0.251,0.596
9.35,78,-0.386,0.609
9.35,79,-0.53,0.623
9.35,80,-0.662,0.636
9.35,81,-0.7909999999999999,0.65
9.35,82,-0.9129999999999999,0.6659999999999999
9.35,83,-1.037,0.688
9.35,84,-1.149,0.708
9.35,85,-1.276,0.727
9.35,86,-1.4,0.748
9.35,87,-1.505,0.773
9.35,88,-1.577,0.8170000000000001
9.35,89,-1.66,0.855
9.35,90,-1.744,0.893
9.35,91,-1.837,0.9209999999999999
9.35,92,-1.916,0.9590000000000001
9.35,93,-1.923,1.042
9.35,94,-1.886,1.159
9.35,95,-1.7890000000000001,1.301
9.35,96,-1.7919999999999998,1.386
9.35,97,-1.73,1.501
9.35,98,-1.537,1.661
9.35,99,-1.499,1.71
9.35,100,-1.2919999999999998,1.9380000000000002
9.35,101,-1.225,2.005
9.35,102,-1.186,2.041
9.35,103,-1.139,2.0780000000000003
9.35,104,-1.092,2.115
9.35,105,-1.045,2.1519999999999997
9.35,106,-1.0070000000000001,2.182
9.35,107,-0.963,2.2159999999999997
9.35,108,-0.919,2.251
9.35,109,-0.8740000000000001,2.286
9.35,110,-0.83,2.3209999999999997
9.35,111,-0.785,2.356
9.4,0,12.269,1.585
9.4,1,11.300999999999998,1.386
9.4,2,10.689,1.287
9.4,3,10.213,1.217
9.4,4,9.807,1.161
9.4,5,9.401,1.1179999999999999
9.4,6,8.999,1.022
9.4,7,8.562000000000001,0.9059999999999999
9.4,8,8.137,0.816
9.4,9,7.731,0.738
9.4,10,6.93,0.611
9.4,11,6.899,0.607
9.4,12,6.723,0.5820000000000001
9.4,13,6.066,0.502
9.4,14,5.722,0.462
9.4,15,5.318,0.418
9.4,16,5.078,0.39799999999999996
9.4,17,4.787,0.374
9.4,18,4.677,0.365
9.4,19,4.5760000000000005,0.358
9.4,20,4.374,0.344
9.4,21,4.211,0.33299999999999996
9.4,22,4.08,0.325
9.4,23,4.005,0.32
9.4,24,3.909,0.314
9.4,25,3.8289999999999997,0.31
9.4,26,3.762,0.306
9.4,27,3.7239999999999998,0.304
9.4,28,3.694,0.303
9.4,29,3.6039999999999996,0.297
9.4,30,3.531,0.294
9.4,31,3.387,0.28800000000000003
9.4,32,3.2239999999999998,0.28300000000000003
9.4,33,3.0780000000000003,0.281
9.4,34,2.997,0.281
9.4,35,2.8169999999999997,0.284
9.4,36,2.681,0.29
9.4,37,2.6630000000000003,0.29100000000000004
9.4,38,2.541,0.3
9.4,39,2.438,0.309
9.4,40,2.391,0.314
9.4,41,2.3409999999999997,0.318
9.4,42,2.312,0.318
9.4,43,2.305,0.319
9.4,44,2.266,0.317
9.4,45,2.209,0.312
9.4,46,2.101,0.299
9.4,47,2.0,0.285
9.4,48,1.8780000000000001,0.27
9.4,49,1.936,0.276
9.4,50,1.974,0.303
9.4,51,1.982,0.33299999999999996
9.4,52,2.062,0.358
9.4,53,2.164,0.379
9.4,54,2.302,0.401
9.4,55,2.427,0.424
9.4,56,2.4819999999999998,0.44
9.4,57,2.384,0.461
9.4,58,2.245,0.47
9.4,59,2.1,0.478
9.4,60,1.942,0.484
9.4,61,1.798,0.49
9.4,62,1.6540000000000001,0.496
9.4,63,1.506,0.501
9.4,64,1.3630000000000002,0.508
9.4,65,1.21,0.514
9.4,66,1.067,0.52
9.4,67,0.9209999999999999,0.528
9.4,68,0.7659999999999999,0.536
9.4,69,0.485,0.552
9.4,70,0.42,0.555
9.4,71,0.648,0.541
9.4,72,0.48200000000000004,0.55
9.4,73,0.341,0.5579999999999999
9.4,74,0.198,0.5670000000000001
9.4,75,0.042,0.5770000000000001
9.4,76,-0.095,0.588
9.4,77,-0.22899999999999998,0.602
9.4,78,-0.373,0.615
9.4,79,-0.514,0.628
9.4,80,-0.643,0.6409999999999999
9.4,81,-0.785,0.6559999999999999
9.4,82,-0.909,0.6779999999999999
9.4,83,-1.0290000000000001,0.6990000000000001
9.4,84,-1.143,0.7170000000000001
9.4,85,-1.258,0.7340000000000001
9.4,86,-1.374,0.7559999999999999
9.4,87,-1.466,0.7879999999999999
9.4,88,-1.544,0.826
9.4,89,-1.619,0.866
9.4,90,-1.706,0.8959999999999999
9.4,91,-1.798,0.934
9.4,92,-1.865,0.972
9.4,93,-1.851,1.069
9.4,94,-1.82,1.17
9.4,95,-1.736,1.296
9.4,96,-1.7209999999999999,1.386
9.4,97,-1.636,1.515
9.4,98,-1.5319999999999998,1.626
9.4,99,-1.39,1.757
9.4,100,-1.304,1.837
9.4,101,-1.324,1.869
9.4,102,-1.216,1.955
9.4,103,-1.183,1.9869999999999999
9.4,104,-1.15,2.019
9.4,105,-1.112,2.051
9.4,106,-1.069,2.085
9.4,107,-1.035,2.112
9.4,108,-0.993,2.145
9.4,109,-0.951,2.178
9.4,110,-0.9079999999999999,2.2119999999999997
9.4,111,-0.866,2.245
9.4,112,-0.8240000000000001,2.278
9.4,113,-0.7809999999999999,2.311
9.4,114,-0.7390000000000001,2.344
9.45,0,12.267999999999999,1.585
9.45,1,11.299000000000001,1.386
9.45,2,10.686,1.287
9.45,3,10.21,1.219
9.45,4,9.802,1.16
9.45,5,9.399,1.117
9.45,6,8.997,1.022
9.45,7,8.559,0.9059999999999999
9.45,8,8.134,0.816
9.45,9,7.726,0.737
9.45,10,7.102,0.637
9.45,11,6.891,0.606
9.45,12,6.8870000000000005,0.605
9.45,13,6.058,0.502
9.45,14,5.869,0.479
9.45,15,5.324,0.42
9.45,16,5.3020000000000005,0.418
9.45,17,5.181,0.40700000000000003
9.45,18,4.887,0.38299999999999995
9.45,19,4.662,0.365
9.45,20,4.6530000000000005,0.364
9.45,21,4.459,0.35
9.45,22,4.292,0.33899999999999997
9.45,23,4.154,0.33
9.45,24,4.044,0.324
9.45,25,3.9610000000000003,0.319
9.45,26,3.878,0.314
9.45,27,3.8080000000000003,0.31
9.45,28,3.7680000000000002,0.308
9.45,29,3.741,0.307
9.45,30,3.658,0.303
9.45,31,3.575,0.299
9.45,32,3.536,0.298
9.45,33,3.491,0.297
9.45,34,3.483,0.29600000000000004
9.45,35,3.34,0.292
9.45,36,3.19,0.29100000000000004
9.45,37,3.048,0.292
9.45,38,3.048,0.292
9.45,39,2.8989999999999996,0.297
9.45,40,2.7760000000000002,0.304
9.45,41,2.673,0.313
9.45,42,2.6710000000000003,0.313
9.45,43,2.63,0.317
9.45,44,2.5789999999999997,0.32
9.45,45,2.541,0.321
9.45,46,2.49,0.319
9.45,47,2.428,0.314
9.45,48,2.318,0.301
9.45,49,2.218,0.289
9.45,50,2.11,0.278
9.45,51,2.177,0.28600000000000003
9.45,52,2.166,0.322
9.45,53,2.234,0.35600000000000004
9.45,54,2.336,0.38
9.45,55,2.434,0.397
9.45,56,2.53,0.414
9.45,57,2.6180000000000003,0.435
9.45,58,2.637,0.442
9.45,59,2.515,0.465
9.45,60,2.285,0.47700000000000004
9.45,61,2.031,0.48700000000000004
9.45,62,1.819,0.495
9.45,63,1.609,0.503
9.45,64,1.4180000000000001,0.511
9.45,65,1.25,0.517
9.45,66,1.1059999999999999,0.524
9.45,67,0.985,0.53
9.45,68,0.907,0.534
9.45,69,0.857,0.536
9.45,70,0.813,0.5379999999999999
9.45,71,0.774,0.54
9.45,72,0.7390000000000001,0.542
9.45,73,0.7020000000000001,0.544
9.45,74,0.6509999999999999,0.547
9.45,75,0.64,0.546
9.45,76,0.695,0.5429999999999999
9.45,77,0.5670000000000001,0.55
9.45,78,0.418,0.56
9.45,79,0.27699999999999997,0.568
9.45,80,0.125,0.5760000000000001
9.45,81,-0.023,0.59
9.45,82,-0.168,0.603
9.45,83,-0.303,0.615
9.45,84,-0.441,0.628
9.45,85,-0.564,0.6409999999999999
9.45,86,-0.684,0.652
9.45,87,-0.8220000000000001,0.675
9.45,88,-0.943,0.696
9.45,89,-1.058,0.7140000000000001
9.45,90,-1.189,0.7340000000000001
9.45,91,-1.304,0.7559999999999999
9.45,92,-1.39,0.78
9.45,93,-1.4809999999999999,0.8220000000000001
9.45,94,-1.54,0.8590000000000001
9.45,95,-1.544,0.861
9.45,96,-1.642,0.89
9.45,97,-1.732,0.935
9.45,98,-1.8019999999999998,0.982
9.45,99,-1.786,1.084
9.45,100,-1.7530000000000001,1.1909999999999998
9.45,101,-1.651,1.3359999999999999
9.45,102,-1.659,1.422
9.45,103,-1.4669999999999999,1.604
9.45,104,-1.361,1.726
9.45,105,-1.252,1.85
9.45,106,-1.12,1.955
9.45,107,-1.135,1.966
9.45,108,-0.9209999999999999,2.116
9.45,109,-0.907,2.127
9.45,110,-0.862,2.162
9.45,111,-0.8170000000000001,2.197
9.45,112,-0.772,2.233
9.45,113,-0.726,2.269
9.45,114,-0.68,2.305
9.45,115,-0.633,2.342
9.5,0,12.267000000000001,1.585
9.5,1,11.297,1.385
9.5,2,10.683,1.287
9.5,3,10.205,1.218
9.5,4,9.798,1.161
9.5,5,9.397,1.1159999999999999
9.5,6,8.994,1.022
9.5,7,8.556000000000001,0.9059999999999999
9.5,8,8.13,0.815
9.5,9,7.721,0.737
9.5,10,7.274,0.6629999999999999
9.5,11,6.882999999999999,0.605
9.5,12,6.121,0.51
9.5,13,6.0489999999999995,0.502
9.5,14,6.02,0.499
9.5,15,5.462999999999999,0.435
9.5,16,5.2829999999999995,0.41600000000000004
9.5,17,4.987,0.391
9.5,18,4.757,0.373
9.5,19,4.624,0.363
9.5,20,4.544,0.35700000000000004
9.5,21,4.374,0.34600000000000003
9.5,22,4.232,0.337
9.5,23,4.112,0.32899999999999996
9.5,24,4.01,0.324
9.5,25,4.002,0.32299999999999995
9.5,26,3.927,0.319
9.5,27,3.855,0.315
9.5,28,3.813,0.313
9.5,29,3.7880000000000003,0.312
9.5,30,3.7119999999999997,0.308
9.5,31,3.636,0.305
9.5,32,3.6010000000000004,0.304
9.5,33,3.5580000000000003,0.302
9.5,34,3.4819999999999998,0.301
9.5,35,3.45,0.3
9.5,36,3.327,0.299
9.5,37,3.198,0.3
9.5,38,3.074,0.305
9.5,39,3.031,0.307
9.5,40,3.0069999999999997,0.309
9.5,41,2.9019999999999997,0.316
9.5,42,2.853,0.319
9.5,43,2.801,0.322
9.5,44,2.7739999999999996,0.322
9.5,45,2.7089999999999996,0.32
9.5,46,2.6439999999999997,0.314
9.5,47,2.5340000000000003,0.301
9.5,48,2.438,0.29100000000000004
9.5,49,2.356,0.28300000000000003
9.5,50,2.414,0.295
9.5,51,2.371,0.336
9.5,52,2.425,0.359
9.5,53,2.517,0.381
9.5,54,2.645,0.405
9.5,55,2.7460000000000004,0.426
9.5,56,2.762,0.429
9.5,57,2.792,0.436
9.5,58,2.8080000000000003,0.444
9.5,59,2.708,0.46399999999999997
9.5,60,2.535,0.475
9.5,61,2.347,0.48200000000000004
9.5,62,2.167,0.489
9.5,63,1.986,0.495
9.5,64,1.8090000000000002,0.501
9.5,65,1.642,0.507
9.5,66,1.484,0.513
9.5,67,1.338,0.518
9.5,68,1.218,0.524
9.5,69,1.11,0.529
9.5,70,1.0070000000000001,0.534
9.5,71,0.91,0.5379999999999999
9.5,72,0.8170000000000001,0.5429999999999999
9.5,73,0.722,0.5479999999999999
9.5,74,0.625,0.5539999999999999
9.5,75,0.618,0.5539999999999999
9.5,76,0.7020000000000001,0.5489999999999999
9.5,77,0.569,0.555
9.5,78,0.42700000000000005,0.564
9.5,79,0.29,0.5720000000000001
9.5,80,0.14400000000000002,0.5820000000000001
9.5,81,-0.001,0.595
9.5,82,-0.14400000000000002,0.608
9.5,83,-0.28,0.621
9.5,84,-0.41200000000000003,0.634
9.5,85,-0.5379999999999999,0.645
9.5,86,-0.657,0.659
9.5,87,-0.794,0.6829999999999999
9.5,88,-0.914,0.703
9.5,89,-1.031,0.721
9.5,90,-1.159,0.74
9.5,91,-1.271,0.762
9.5,92,-1.357,0.7929999999999999
9.5,93,-1.446,0.835
9.5,94,-1.52,0.872
9.5,95,-1.611,0.905
9.5,96,-1.7,0.9440000000000001
9.5,97,-1.7380000000000002,1.0090000000000001
9.5,98,-1.714,1.112
9.5,99,-1.646,1.238
9.5,100,-1.6030000000000002,1.3530000000000002
9.5,101,-1.58,1.456
9.5,102,-1.4069999999999998,1.609
9.5,103,-1.274,1.7519999999999998
9.5,104,-1.124,1.886
9.5,105,-1.005,2.0140000000000002
9.5,106,-0.9279999999999999,2.063
9.5,107,-0.7240000000000001,2.204
9.5,108,-0.64,2.261
9.5,109,-0.593,2.298
9.5,110,-0.545,2.336
9.5,111,-0.49700000000000005,2.374
9.55,0,12.265999999999998,1.585
9.55,1,11.295,1.385
9.55,2,10.679,1.287
9.55,3,10.2,1.218
9.55,4,9.792,1.161
9.55,5,9.395,1.1159999999999999
9.55,6,8.991,1.022
9.55,7,8.552,0.905
9.55,8,8.125,0.8140000000000001
9.55,9,7.716,0.737
9.55,10,7.445,0.688
9.55,11,6.874,0.604
9.55,12,6.27,0.525
9.55,13,6.035,0.5
9.55,14,5.603,0.45
9.55,15,5.261,0.414
9.55,16,5.088,0.4
9.55,17,4.853,0.381
9.55,18,4.663,0.366
9.55,19,4.591,0.361
9.55,20,4.456,0.35200000000000004
9.55,21,4.311,0.34299999999999997
9.55,22,4.186,0.335
9.55,23,4.079,0.32899999999999996
9.55,24,3.986,0.324
9.55,25,3.9539999999999997,0.322
9.55,26,3.9010000000000002,0.319
9.55,27,3.8569999999999998,0.317
9.55,28,3.835,0.317
9.55,29,3.766,0.313
9.55,30,3.698,0.311
9.55,31,3.6660000000000004,0.31
9.55,32,3.6260000000000003,0.308
9.55,33,3.554,0.306
9.55,34,3.5069999999999997,0.306
9.55,35,3.435,0.307
9.55,36,3.417,0.308
9.55,37,3.355,0.309
9.55,38,3.247,0.312
9.55,39,3.142,0.318
9.55,40,3.088,0.321
9.55,41,3.028,0.324
9.55,42,3.002,0.324
9.55,43,2.992,0.324
9.55,44,2.938,0.322
9.55,45,2.875,0.317
9.55,46,2.764,0.304
9.55,47,2.6689999999999996,0.295
9.55,48,2.597,0.289
9.55,49,2.602,0.302
9.55,50,2.533,0.332
9.55,51,2.573,0.35700000000000004
9.55,52,2.657,0.38
9.55,53,2.7710000000000004,0.40399999999999997
9.55,54,2.8689999999999998,0.426
9.55,55,2.927,0.445
9.55,56,2.778,0.469
9.55,57,2.608,0.478
9.55,58,2.435,0.485
9.55,59,2.263,0.489
9.55,60,2.099,0.495
9.55,61,1.936,0.501
9.55,62,1.79,0.505
9.55,63,1.642,0.51
9.55,64,1.508,0.515
9.55,65,1.379,0.521
9.55,66,1.247,0.527
9.55,67,1.121,0.5329999999999999
9.55,68,0.997,0.54
9.55,69,0.8759999999999999,0.546
9.55,70,0.758,0.552
9.55,71,0.6609999999999999,0.5579999999999999
9.55,72,0.609,0.5589999999999999
9.55,73,0.7170000000000001,0.552
9.55,74,0.575,0.561
9.55,75,0.43799999999999994,0.569
9.55,76,0.29100000000000004,0.5770000000000001
9.55,77,0.154,0.588
9.55,78,0.027999999999999997,0.599
9.55,79,-0.11699999999999999,0.613
9.55,80,-0.259,0.626
9.55,81,-0.39,0.639
9.55,82,-0.522,0.65
9.55,83,-0.64,0.6679999999999999
9.55,84,-0.7490000000000001,0.687
9.55,85,-0.871,0.708
9.55,86,-0.993,0.725
9.55,87,-1.107,0.743
9.55,88,-1.208,0.762
9.55,89,-1.308,0.8009999999999999
9.55,90,-1.391,0.838
9.55,91,-1.483,0.878
9.55,92,-1.57,0.917
9.55,93,-1.6059999999999999,0.9309999999999999
9.55,94,-1.6740000000000002,0.9570000000000001
9.55,95,-1.673,1.047
9.55,96,-1.639,1.158
9.55,97,-1.528,1.317
9.55,98,-1.5319999999999998,1.4040000000000001
9.55,99,-1.474,1.517
9.55,100,-1.256,1.69
9.55,101,-1.149,1.8219999999999998
9.55,102,-0.934,1.993
9.55,103,-0.818,2.115
9.55,104,-0.7140000000000001,2.174
9.55,105,-0.593,2.248
9.55,106,-0.5479999999999999,2.283
9.55,107,-0.505,2.316
9.55,108,-0.462,2.35
9.6,0,12.265,1.584
9.6,1,11.292,1.385
9.6,2,10.675,1.287
9.6,3,10.195,1.219
9.6,4,9.787,1.162
9.6,5,9.392999999999999,1.1159999999999999
9.6,6,8.987,1.021
9.6,7,8.547,0.904
9.6,8,8.12,0.8140000000000001
9.6,9,7.709,0.735
9.6,10,7.619,0.7170000000000001
9.6,11,6.8629999999999995,0.601
9.6,12,6.428999999999999,0.546
9.6,13,6.02,0.5
9.6,14,5.742999999999999,0.466
9.6,15,5.345,0.423
9.6,16,5.237,0.413
9.6,17,5.189,0.409
9.6,18,4.9510000000000005,0.389
9.6,19,4.755,0.374
9.6,20,4.593,0.36200000000000004
9.6,21,4.553,0.359
9.6,22,4.537,0.358
9.6,23,4.388999999999999,0.349
9.6,24,4.262,0.342
9.6,25,4.15,0.335
9.6,26,4.052,0.32899999999999996
9.6,27,3.968,0.325
9.6,28,3.9019999999999997,0.322
9.6,29,3.9,0.322
9.6,30,3.8810000000000002,0.32
9.6,31,3.82,0.318
9.6,32,3.759,0.317
9.6,33,3.73,0.315
9.6,34,3.694,0.315
9.6,35,3.627,0.313
9.6,36,3.5810000000000004,0.312
9.6,37,3.511,0.312
9.6,38,3.458,0.314
9.6,39,3.392,0.319
9.6,40,3.3289999999999997,0.322
9.6,41,3.282,0.325
9.6,42,3.228,0.327
9.6,43,3.205,0.327
9.6,44,3.136,0.324
9.6,45,3.073,0.318
9.6,46,2.9589999999999996,0.307
9.6,47,2.858,0.298
9.6,48,2.838,0.297
9.6,49,2.798,0.308
9.6,50,2.713,0.35200000000000004
9.6,51,2.873,0.39799999999999996
9.6,52,2.951,0.41700000000000004
9.6,53,2.9589999999999996,0.418
9.6,54,2.992,0.426
9.6,55,3.0439999999999996,0.446
9.6,56,2.93,0.46799999999999997
9.6,57,2.773,0.478
9.6,58,2.608,0.484
9.6,59,2.443,0.489
9.6,60,2.279,0.494
9.6,61,2.119,0.499
9.6,62,1.9680000000000002,0.503
9.6,63,1.817,0.508
9.6,64,1.675,0.513
9.6,65,1.536,0.519
9.6,66,1.3980000000000001,0.525
9.6,67,1.263,0.531
9.6,68,1.128,0.537
9.6,69,0.9940000000000001,0.544
9.6,70,0.866,0.551
9.6,71,0.747,0.557
9.6,72,0.6779999999999999,0.56
9.6,73,0.789,0.5529999999999999
9.6,74,0.647,0.561
9.6,75,0.511,0.569
9.6,76,0.365,0.5770000000000001
9.6,77,0.225,0.589
9.6,78,0.09699999999999999,0.6
9.6,79,-0.047,0.613
9.6,80,-0.187,0.625
