#r,Jmag,J_H
4.30038,15.584,0.7119999
5.84748,14.639,1.0389996
6.454739999999999,15.221,0.7539997
5.47512,14.893,0.47499943
6.1989,15.902,0.5050001
4.156079999999999,14.545,1.1850004
6.384720000000001,16.625,0.6210003
7.393859999999999,14.392,0.9390001
5.2656600000000005,16.398,0.40000057
7.22382,14.242,0.5209999
7.08828,14.796,1.4709997
6.138240000000001,15.496,0.7840004
7.783860000000001,16.55,0.7519989
6.51792,14.141,0.85599995
5.98056,16.049,0.8669996
6.2796,16.249,0.8140001
6.185759999999999,17.002,1.3460007
6.73872,14.25,0.83500004
5.80422,10.052,0.020999908
5.681279999999999,12.013,0.5579996
6.29916,15.564,0.7840004
5.736000000000001,16.667,0.8789997
4.715459999999999,14.904,1.1630001
7.10154,15.313,0.6630001
6.183,15.869,0.8710003
6.08898,16.672,0.5970001
5.64624,15.953,0.9449997
5.4844800000000005,13.141,0.48899937
5.07102,13.889,0.71000004
7.9326,14.996,0.6000004
6.91866,14.764,0.6700001
8.392199999999999,16.964,1.111001
7.36434,16.46,0.49599934
7.966620000000001,14.704,0.71200085
7.89966,11.331,0.85800076
6.78408,15.617,0.3199997
6.92712,16.622,0.39299965
6.87132,15.257,1.0950003
6.85248,14.844,0.684
6.6633000000000004,16.141,1.0010004
7.20756,16.072,0.9210005
8.03952,15.105,0.7749996
7.850759999999999,14.32,1.2339993
6.65232,16.716,0.7010002
6.53868,14.863,0.77299976
7.55148,14.871,0.8299999
8.13234,14.02,1.1690006
8.4411,15.903,0.658
7.20894,15.193,0.69699955
6.5685,10.139,0.07999992
7.736820000000001,15.865,0.52400017
8.117519999999999,15.69,0.84299946
8.83194,15.985,0.2489996
7.60776,15.779,0.7470007
7.775580000000001,12.015,0.43700027
8.53908,14.938,0.62699986
8.40714,10.806,0.024999619
7.82574,15.875,0.61800003
8.6265,15.149,0.6760006
8.30328,12.581,0.8390007
9.40092,12.705,0.63899994
8.18682,16.717,0.82599926
6.6100200000000005,15.88,0.7340002
7.7034,14.159,0.8980007
8.280479999999999,15.09,0.67300034
8.03256,14.437,0.36900043
7.14948,14.464,0.5479994
7.839359999999999,15.798,0.9359999
7.5279,15.268,0.566
8.84718,16.691,0.7419996
7.47756,15.9,0.58899975
8.10462,16.195,3.066
8.3466,15.423,0.5050001
8.15814,12.26,1.1599998
9.07152,16.144,0.49999905
8.397780000000001,16.735,0.6700001
6.91578,15.727,0.65700054
9.33888,13.397,0.3510008
9.57324,13.849,0.30700016
9.18204,14.487,0.77400017
9.80172,14.873,0.78999996
9.95988,16.239,0.6859999
9.08004,14.032,1.1929998
9.99276,15.698,0.81900024
9.597000000000001,15.701,0.7589998
9.332460000000001,15.152,0.85700035
8.89884,15.12,1.1230001
9.102540000000001,16.482,0.5630007
9.199499999999999,15.901,0.8850002
9.01896,15.52,0.98300076
9.56844,16.888,1.0740004
9.54642,12.98,0.50699997
9.5532,16.077,0.6040001
9.580620000000001,14.472,0.64500046
9.75864,15.661,0.5180006
9.55326,15.496,0.99400043
9.36768,16.878,0.9900007
9.36912,15.954,0.7140007
7.8212399999999995,15.725,0.53700066
8.40954,15.937,0.4949999
9.32442,13.276,0.4989996
9.69528,15.757,0.7279997
8.60712,15.821,0.90999985
8.62608,11.444,0.13199997
9.21054,16.442,0.43799973
8.9415,16.428,0.8189993
9.18234,16.607,0.9040003
8.088659999999999,16.298,0.6760006
8.33754,15.852,0.81799984
9.725819999999999,15.82,0.684
8.449019999999999,14.71,0.5909996
9.87282,16.092,0.7269993
8.50944,14.326,0.6850004
9.11556,16.536,0.7209997
8.66184,14.168,0.67199993
9.50286,16.699,0.8609991
9.69846,15.262,0.6000004
8.9469,16.247,0.1609993
8.64084,11.634,0.3029995
8.5245,14.488,0.6669998
9.06072,15.364,0.6529999
9.7074,14.429,0.625
9.62154,16.083,0.6350002
9.45978,14.548,0.25600052
9.798,16.282,0.8119993
9.63324,17.024,1.302
9.92814,16.067,0.9389992
9.951600000000001,13.533,0.40600014
9.44094,15.305,0.5390005
9.7779,14.971,0.7039995
9.8355,16.024,0.9169998
9.934800000000001,15.34,0.7670002
9.97764,14.996,0.8930006
9.16092,13.857,0.33300018
8.459340000000001,16.439,0.87899876
8.3115,12.774,0.5550003
8.38908,16.436,0.7740011
8.73564,16.699,0.4449997
8.76768,15.373,0.14799976
8.48286,16.662,0.7130003
9.77298,14.224,0.69900036
9.148019999999999,16.243,0.64400005
8.473260000000002,16.309,0.6859999
9.77064,15.472,0.8010006
9.24576,16.655,0.5100002
9.33612,15.521,0.8839998
9.77304,11.21,0.42599964
9.668880000000001,16.619,0.59599876
9.11532,13.516,0.4659996
8.77776,13.61,0.36899948
8.84136,13.133,1.0790005
9.87318,13.424,0.9069996
9.9645,14.5,0.45899963
9.21288,15.01,0.7840004
8.95014,16.404,0.18999863
9.496319999999999,16.594,0.8479996
9.5571,14.849,0.6149998
9.656039999999999,16.697,0.6800003
9.82962,14.949,0.46000004
9.39384,14.36,0.8289995
9.43746,16.34,1.0240002
8.546999999999999,14.247,0.5489998
8.97126,15.578,0.7790003
8.448120000000001,16.758,-0.24200058
8.196660000000001,14.356,0.44799995
7.607639999999999,14.276,0.41899967
8.2002,13.689,0.48600006
9.2355,13.909,0.59500027
8.49246,16.055,0.6330004
7.8764400000000006,13.432,0.79699993
7.738440000000001,16.518,-0.39299965
8.014199999999999,14.653,0.62699986
7.682939999999999,16.565,0.6920004
7.93182,12.544,0.48600006
9.10932,14.239,0.65600014
9.36,16.839,0.8480005
9.51984,8.116,1.2250004
9.06486,16.582,0.69500065
8.85084,13.747,0.16399956
9.49908,13.552,0.5249996
9.46386,11.493,0.31000042
7.773,16.741,0.25299835
8.64624,16.506,0.78700066
9.016319999999999,16.914,1.2199993
9.8973,15.09,0.71899986
9.2346,15.065,0.6869993
8.9352,16.413,0.62699986
8.88672,15.275,0.7699995
7.80036,16.676,2.1870003
9.44268,9.059,0.43700027
7.909199999999999,16.162,0.5460005
8.06802,16.982,1.0139999
9.502559999999999,14.127,-0.7880001
7.955400000000001,16.913,0.8129997
7.74588,12.294,0.29799938
7.08336,11.234,1.0650005
9.47454,14.245,0.5629997
9.31458,16.317,0.70899963
8.722800000000001,14.482,0.58200073
8.45712,14.96,0.7550001
7.917000000000001,13.083,0.8839998
9.4704,16.608,1.0900002
9.97842,13.385,0.74800014
8.61762,16.283,0.52800083
8.92392,13.51,0.5710001
8.40372,13.504,0.47499943
8.190539999999999,16.334,1.25
8.24958,16.047,0.7960005
8.4426,16.721,0.3410015
8.42532,15.301,0.5380001
8.975940000000001,14.636,0.49199963
8.90706,16.437,0.9370003
8.3607,16.014,0.38599968
9.05142,16.379,0.8369999
9.20034,14.024,0.7020006
8.54748,15.062,0.2670002
9.397020000000001,9.44,1.1099997
8.23404,16.879,0.99699974
8.04558,16.73,0.7369995
6.65454,15.262,0.9119997
8.74596,13.858,0.19999981
7.53864,14.316,0.9040003
6.7668,16.538,2.1240005
7.14606,16.556,0.5380001
6.93366,14.864,0.4420004
6.85956,15.331,0.6199999
7.263,16.565,0.64500046
7.22328,15.538,0.53499985
6.9306600000000005,12.486,0.86100006
7.959,15.863,0.599
8.090399999999999,16.123,0.5849991
8.14476,15.237,0.6960001
6.7275,14.816,0.7550001
6.7488,15.694,1.8200006
7.24884,15.597,0.62699986
8.456100000000001,16.527,0.5270004
7.27176,16.262,0.43899918
7.84644,15.723,0.80099964
6.86334,15.49,0.5949993
6.77034,16.178,0.76199913
7.539060000000001,13.258,0.44099998
6.60618,12.877,0.76299953
7.6167,16.397,0.47899914
7.113,16.31,0.8689995
6.65712,16.509,0.644001
7.17192,15.883,0.6640005
6.790080000000001,14.057,0.5819998
9.14946,14.588,0.6890001
8.63574,15.721,0.4819994
7.928520000000001,15.853,0.5319996
9.87846,16.391,0.85700035
7.3464599999999995,11.977,0.2680006
7.022460000000001,14.179,0.8619995
9.354659999999999,15.902,0.68200016
8.82114,16.488,1.0530005
9.7923,16.155,0.9630003
7.4547,15.806,0.55499935
8.42256,14.359,0.54800034
8.10216,16.486,0.5130005
7.7203800000000005,15.067,0.6340008
8.89572,15.991,0.60700035
6.9198,9.289,0.52199936
8.24604,16.334,0.54699993
8.97834,12.539,0.4649992
7.4827200000000005,15.958,0.625
8.621400000000001,16.163,0.72700024
6.36336,15.766,0.66100025
6.8790000000000004,16.978,0.81900024
6.942,15.488,0.6160002
8.685179999999999,15.454,0.5620003
6.22278,15.748,0.5710001
6.40518,15.984,0.4949999
8.0565,16.119,0.46399975
8.4972,12.079,0.9460001
8.68734,15.42,0.60700035
8.72148,16.521,0.8529997
7.7418000000000005,11.788,0.9289999
6.40452,16.427,0.783
9.18468,16.56,0.36100006
6.85518,15.829,1.5150003
7.543800000000001,16.063,0.783
9.32772,16.422,0.6230011
9.10464,16.886,1.1469994
8.813279999999999,14.861,0.9029999
7.97322,10.438,0.7410002
7.760819999999999,16.749,0.85200024
9.32484,16.408,0.60900116
7.8885000000000005,14.439,0.48600006
7.75272,15.928,0.6980009
9.08208,14.501,0.658
8.68728,16.228,0.4250002
9.0942,16.093,0.73700047
8.2569,16.295,0.6850004
8.495940000000001,13.922,1.0199995
9.572220000000002,14.41,0.6800003
9.17568,14.927,0.60599995
8.68614,16.676,0.78600025
8.252279999999999,8.137,1.2200003
8.97312,13.296,1.1609993
7.15764,12.674,1.2270002
9.539159999999999,15.699,0.50300026
9.014280000000001,16.02,0.658
9.31512,15.358,0.5789995
7.040039999999999,16.183,0.80900097
9.7557,16.053,0.8989992
7.59672,14.945,1.026
7.29024,15.482,0.6850004
7.17408,16.821,1.0499992
6.27912,15.338,0.73300076
8.37138,16.447,1.2550001
7.47642,15.546,0.6729994
6.82566,16.772,1.1819992
6.99552,15.775,1.0769997
7.506419999999999,16.736,0.7510004
7.52286,16.906,0.78100014
6.37122,16.55,0.7939997
7.41282,16.445,0.87099934
6.6357,16.896,0.8290005
7.35474,17.054,1.1730013
6.96006,13.197,1.3499994
6.3513,16.653,1.0859995
6.0736799999999995,16.385,0.87300014
6.56736,13.844,1.158
6.473820000000001,15.332,0.533
6.18462,15.572,1.1009998
6.27048,12.696,0.55300045
9.88134,15.305,0.4800005
8.42202,14.674,0.68099976
8.31678,15.845,0.91100025
9.71406,16.415,0.59100056
8.6562,16.893,0.6970005
9.05556,14.675,0.67300034
8.45988,10.973,1.0359993
9.39654,14.735,0.5099993
9.16056,16.623,0.5439987
9.26682,12.778,0.95300007
8.1228,15.071,0.59100056
9.37422,15.446,0.7989998
9.4881,16.885,0.6820011
8.5044,15.893,0.94799995
7.64196,10.266,0.89699936
8.678519999999999,16.786,1.2449989
7.913879999999999,16.706,0.6609993
8.02938,16.425,0.7959995
8.310239999999999,14.238,0.90899944
9.13656,13.728,0.9489994
9.55218,16.957,0.94200134
8.00808,14.846,0.559
9.4341,16.693,0.76600075
9.32772,14.601,0.5760002
7.900619999999999,15.678,1.059
9.70056,16.293,0.86999893
8.0946,16.55,0.5899992
7.94784,12.471,1.132
8.836559999999999,16.842,0.4089985
8.78562,16.613,2.1050005
8.46042,16.45,1.5410004
7.75458,11.196,0.11400032
8.26902,16.885,0.94400024
7.99764,15.466,0.86100006
8.334,9.842,0.21800041
7.593660000000001,12.031,0.96500015
9.19962,16.441,0.842
9.06456,15.21,0.47200012
8.55054,15.033,0.66100025
8.89626,14.291,0.6350002
6.88068,14.777,0.6960001
8.31972,14.178,0.5810003
7.82496,16.387,0.5739994
9.51282,16.647,0.9609995
9.9849,16.224,0.037000656
8.78772,15.91,0.875
9.249120000000001,16.594,-0.934
9.45816,11.658,0.7869997
8.73366,15.182,0.625
8.364600000000001,14.776,0.599
9.812100000000001,15.699,0.8330002
9.88512,16.526,0.5389986
9.477599999999999,15.861,0.6129999
8.98938,14.753,0.66100025
9.29718,13.346,1.0949993
8.60412,11.391,0.38700008
9.05232,16.326,2.0159998
7.19718,14.021,1.0450001
9.43296,15.911,0.8920002
9.15048,16.463,1.0509996
9.04218,14.2,0.5539999
8.728259999999999,16.249,0.97800064
9.54024,15.384,0.6779995
8.258519999999999,16.11,0.8430004
9.98232,15.512,0.7410002
9.95346,16.635,0.4699993
9.2334,16.51,0.72000027
8.85774,13.03,0.44799995
7.970280000000001,16.639,0.6680002
9.61134,15.678,0.8650007
8.31132,15.584,0.9460001
8.432039999999999,16.633,0.75499916
7.950539999999999,14.068,0.62599945
8.689440000000001,16.518,0.94299984
7.572360000000001,14.879,0.8689995
9.615779999999999,16.195,0.68499947
7.724279999999999,16.092,0.8849993
8.158380000000001,16.36,0.78700066
9.29772,16.191,1.0950003
8.28054,15.873,0.8220005
8.10444,15.859,0.9000006
9.98652,14.53,0.63099957
7.97508,15.418,0.72800064
7.687260000000001,12.788,0.32699966
9.65418,16.2,0.38700104
9.88776,14.979,0.8109999
9.337380000000001,15.976,0.47999954
9.094140000000001,14.289,0.92499924
9.42288,13.622,1.2019997
9.76674,16.609,0.8439989
9.36192,15.044,0.7119999
9.3786,16.659,1.1890001
9.64638,12.917,0.90499973
9.28872,15.474,0.41699982
9.40902,15.486,0.6459999
9.049320000000002,15.77,0.69500065
8.7822,14.579,1.4030008
8.93088,16.428,1.0519991
9.11652,17.034,1.1230001
9.86436,16.82,1.2150002
9.67278,14.61,0.71299934
8.732700000000001,16.752,1.0380011
9.279,15.514,0.6169996
9.98208,16.284,0.9250002
9.97596,11.826,0.4630003
9.90126,16.375,0.62699986
9.93816,16.51,0.48600006
9.8352,15.051,0.82299995
